ratio,maximum,success
84.175,10466.0,1984.0
98.9,6958.0,989.0
87.977,10044.0,1661.0
98.359,6789.0,959.0
79.97,9771.0,1601.0
98.928,6766.0,1200.0
83.497,9591.0,2297.0
99.083,6880.0,1404.0
65.207,9997.0,3709.0
99.494,7361.0,2557.0
56.706,11292.0,5192.0
99.619,7857.0,2874.0
70.62,12312.0,5930.0
99.407,8423.0,3184.0
62.564,12992.0,6155.0
99.131,8681.0,2851.0
70.658,13456.0,6237.0
99.323,8912.0,3081.0
87.468,13666.0,6407.0
72.693,13733.0,6365.0
2.544,13548.0,3978.0
99.378,8434.0,2398.0
98.585,8657.0,2230.0
3.267,7019.0,4199.0
69.461,8235.0,4267.0
99.464,8511.0,3898.0
77.213,8232.0,2172.0
98.509,7963.0,1255.0
98.865,7631.0,1220.0
84.323,8046.0,1775.0
98.33,7488.0,1001.0
85.968,7911.0,1648.0
98.503,7385.0,1053.0
83.668,7968.0,2295.0
98.737,7429.0,1485.0
60.95,8432.0,3067.0
99.573,7979.0,2566.0
61.583,9712.0,5367.0
99.284,8440.0,3051.0
63.214,10944.0,5858.0
99.389,9026.0,3417.0
64.431,11780.0,6052.0
99.277,9242.0,3296.0
60.84,12187.0,6345.0
99.007,9370.0,3591.0
64.638,12602.0,6690.0
99.381,9380.0,3211.0
74.474,12792.0,5908.0
99.38,9295.0,3045.0
87.841,12813.0,7051.0
99.145,9234.0,3015.0
72.131,12788.0,7462.0
99.502,9205.0,3000.0
87.096,12768.0,8349.0
99.294,9138.0,3093.0
99.497,12877.0,7712.0
99.456,9070.0,3108.0
51.839,12872.0,12528.0
99.466,9080.0,3353.0
74.818,11535.0,11198.0
99.432,9072.0,3151.0
66.6,11708.0,7968.0
99.269,8927.0,3532.0
62.484,12032.0,7713.0
99.474,8933.0,3780.0
67.919,12193.0,7736.0
99.289,8897.0,3632.0
57.661,12199.0,6537.0
99.161,8852.0,2482.0
69.573,12059.0,4820.0
99.168,8616.0,1788.0
73.708,11611.0,3650.0
99.184,8236.0,3282.0
70.772,10978.0,3758.0
98.529,7669.0,1139.0
84.644,10139.0,2486.0
98.307,7337.0,813.0
84.817,9720.0,2106.0
97.599,7143.0,813.0
86.01,9457.0,2158.0
98.382,7065.0,973.0
77.671,9304.0,2508.0
97.803,7079.0,1024.0
69.268,9568.0,3471.0
98.55,7593.0,2039.0
65.371,10462.0,4844.0
99.257,8003.0,2670.0
57.268,11331.0,5236.0
99.154,8385.0,3283.0
65.143,12102.0,6070.0
99.201,8724.0,2856.0
55.617,12424.0,5357.0
99.226,8838.0,2821.0
70.521,12680.0,6007.0
99.288,8903.0,2789.0
68.188,12692.0,6199.0
99.283,8934.0,2907.0
83.85,12724.0,6324.0
99.34,8862.0,2558.0
84.647,12634.0,6153.0
98.685,8809.0,2627.0
97.674,12842.0,5290.0
96.989,8764.0,2319.0
95.443,12844.0,5383.0
97.35,8701.0,2682.0
97.294,12782.0,5825.0
97.474,8631.0,2470.0
97.49,12864.0,5359.0
97.422,8603.0,3136.0
79.948,12847.0,9222.0
97.681,8691.0,3117.0
64.545,12648.0,6643.0
99.849,8704.0,2647.0
79.152,12839.0,7301.0
99.351,8657.0,2603.0
71.902,13010.0,6139.0
99.15,8620.0,2100.0
82.292,12739.0,4796.0
98.709,8447.0,1682.0
74.635,12175.0,3734.0
99.309,8105.0,3160.0
76.233,11483.0,4144.0
98.695,7540.0,1361.0
76.388,10565.0,2394.0
98.167,7183.0,964.0
98.228,10105.0,1718.0
98.255,6952.0,957.0
82.208,9808.0,2130.0
99.204,6822.0,997.0
79.83,9529.0,2161.0
98.354,6820.0,1195.0
76.818,9676.0,2651.0
98.904,7052.0,1625.0
64.527,10390.0,4182.0
99.363,7528.0,2341.0
62.681,11171.0,5353.0
99.299,7992.0,2693.0
53.085,11896.0,4990.0
99.356,8226.0,2623.0
69.72,12200.0,5595.0
99.495,8298.0,2561.0
69.733,12446.0,5322.0
99.481,8287.0,2493.0
92.79,12558.0,6036.0
99.289,8366.0,2792.0
80.094,12742.0,5955.0
99.054,8409.0,2618.0
94.194,12946.0,4997.0
99.051,8560.0,2610.0
99.325,13193.0,4859.0
99.201,8561.0,2360.0
80.918,13251.0,5797.0
99.089,8599.0,2393.0
99.152,13220.0,4678.0
99.612,8599.0,2308.0
99.076,13228.0,5039.0
99.098,8539.0,2416.0
73.185,13265.0,7770.0
99.594,8623.0,2455.0
99.351,13324.0,5974.0
99.387,8653.0,2596.0
70.737,13351.0,8243.0
99.274,8634.0,2325.0
87.731,13153.0,5549.0
98.683,8607.0,1798.0
84.796,12856.0,4523.0
99.27,8291.0,1360.0
81.086,12281.0,3361.0
99.588,7910.0,2899.0
91.769,11436.0,3501.0
98.771,7342.0,1045.0
82.389,10761.0,2152.0
98.782,7077.0,811.0
86.68,10263.0,1744.0
99.35,6954.0,764.0
97.69,9956.0,1565.0
98.18,6804.0,863.0
77.43,9843.0,2278.0
99.432,6833.0,1226.0
74.253,10251.0,3452.0
99.369,7307.0,2205.0
74.839,11168.0,5678.0
99.38,7892.0,2727.0
69.698,12176.0,6491.0
99.567,8655.0,3216.0
72.624,12983.0,6542.0
99.222,8863.0,3060.0
81.331,13539.0,6857.0
99.246,8969.0,2894.0
90.53,13743.0,6988.0
98.81,9001.0,3156.0
98.76,13891.0,6847.0
98.7,9022.0,3417.0
99.476,14348.0,14626.0
99.26,8907.0,5902.0
99.047,14635.0,9148.0
98.346,8772.0,2498.0
60.979,14631.0,9042.0
98.688,8831.0,2933.0
82.88,14067.0,7586.0
98.967,8710.0,3258.0
81.531,13993.0,6401.0
98.016,8686.0,2618.0
73.972,13984.0,6818.0
98.495,8668.0,2880.0
66.013,13959.0,6666.0
99.021,8661.0,3035.0
73.877,14114.0,7760.0
98.945,8621.0,3095.0
66.497,14133.0,7453.0
98.777,8614.0,2907.0
79.577,14069.0,7146.0
98.956,8524.0,2275.0
79.566,13771.0,5027.0
98.695,8218.0,1286.0
80.82,13012.0,2975.0
99.316,7803.0,2612.0
82.416,12042.0,3548.0
98.192,7845.0,1847.0
1.467,11269.0,2786.0
98.068,8166.0,1472.0
2.97,4595.0,3337.0
97.794,8171.0,931.0
49.248,6664.0,3436.0
98.2,8102.0,982.0
30.201,7264.0,2211.0
38.93,8063.0,2365.0
77.978,8132.0,3162.0
99.294,8079.0,2391.0
62.803,9308.0,4898.0
99.478,8650.0,2856.0
59.254,10517.0,5369.0
99.506,9143.0,3426.0
66.189,11509.0,5910.0
99.235,9373.0,3113.0
68.981,12063.0,5931.0
99.411,9482.0,3377.0
85.035,12470.0,7637.0
99.446,9507.0,3587.0
87.92,12649.0,8552.0
99.363,9420.0,3586.0
92.778,12815.0,8479.0
99.17,9358.0,2986.0
79.799,12818.0,7229.0
99.193,9411.0,2951.0
84.112,12614.0,7200.0
99.246,9380.0,2764.0
71.883,12592.0,7069.0
99.198,9268.0,3217.0
70.142,12543.0,6970.0
99.384,9170.0,3066.0
77.317,12655.0,6633.0
99.308,9123.0,3012.0
65.954,12780.0,6172.0
99.239,9006.0,3001.0
72.464,12917.0,6587.0
99.259,8988.0,3080.0
64.504,13064.0,6551.0
99.282,8962.0,2629.0
3.61,13080.0,4817.0
98.691,9293.0,2789.0
1.487,4514.0,2718.0
98.656,9180.0,2202.0
25.357,8192.0,5898.0
99.489,10383.0,6231.0
98.521,220.0,333.0
98.807,12483.0,4389.0
98.093,648.0,1800.0
99.231,12076.0,1548.0
97.978,876.0,1696.0
98.966,11683.0,1531.0
55.808,957.0,2532.0
99.363,11431.0,1559.0
98.318,1573.0,1403.0
99.202,11252.0,1988.0
98.872,2778.0,2541.0
99.366,11402.0,2822.0
99.487,4614.0,3876.0
99.554,11729.0,3570.0
99.229,6201.0,4247.0
99.63,12021.0,4034.0
99.191,7473.0,5024.0
99.584,12154.0,4067.0
99.203,8396.0,5974.0
99.495,12148.0,4140.0
99.545,8898.0,6788.0
99.469,12028.0,4119.0
99.533,9322.0,7878.0
99.539,11861.0,4536.0
99.34,9547.0,6928.0
99.481,11670.0,4221.0
64.512,9734.0,9482.0
99.494,11785.0,3930.0
99.348,9261.0,5637.0
99.47,11660.0,3564.0
99.273,9509.0,5733.0
99.448,11508.0,3605.0
99.425,9659.0,5705.0
99.438,11393.0,3360.0
99.376,9901.0,5735.0
99.465,11266.0,3902.0
99.591,10189.0,5839.0
99.648,11075.0,3397.0
99.46,10444.0,6265.0
99.747,10783.0,3941.0
99.603,10669.0,6530.0
99.523,10662.0,3968.0
99.6,10707.0,6718.0
99.32,10557.0,2629.0
99.412,10617.0,3889.0
99.142,10236.0,1734.0
98.847,10055.0,2571.0
99.294,9718.0,3514.0
98.959,9277.0,2567.0
98.928,9042.0,1200.0
98.591,8553.0,1679.0
98.629,8690.0,863.0
98.439,8162.0,1450.0
98.385,8506.0,853.0
98.23,7913.0,1665.0
99.149,8367.0,1048.0
98.599,7913.0,2181.0
99.38,8403.0,1604.0
99.288,8525.0,3068.0
99.521,8585.0,2492.0
99.545,9622.0,4595.0
99.709,8933.0,3085.0
99.415,10656.0,5098.0
99.777,9448.0,3574.0
99.499,11318.0,6154.0
99.64,9656.0,3874.0
99.591,11674.0,6086.0
99.411,9785.0,3882.0
99.39,11900.0,7005.0
99.589,9969.0,4363.0
99.586,11908.0,7690.0
99.498,9870.0,4559.0
99.492,11923.0,6468.0
99.481,9863.0,4029.0
99.552,11994.0,6666.0
99.159,9803.0,3654.0
99.376,12011.0,6851.0
98.96,9813.0,3996.0
98.271,12072.0,7162.0
98.247,9757.0,3755.0
98.292,12064.0,6904.0
98.143,9743.0,3540.0
97.828,11995.0,5765.0
98.543,9483.0,3450.0
98.452,11868.0,6362.0
99.297,9332.0,4239.0
99.585,11988.0,6717.0
99.676,9278.0,3696.0
99.615,12050.0,7760.0
99.628,9440.0,4281.0
99.615,12201.0,6989.0
99.634,9458.0,2993.0
99.464,12044.0,4454.0
99.179,9255.0,1812.0
98.968,11511.0,2590.0
99.676,8870.0,3077.0
90.261,10656.0,10797.0
93.575,8522.0,7865.0
99.335,10095.0,4782.0
99.034,7252.0,1435.0
98.376,10039.0,1817.0
99.036,7144.0,925.0
98.778,9776.0,2021.0
99.04,7149.0,1032.0
99.136,9754.0,2524.0
99.233,7357.0,1294.0
99.458,10324.0,3673.0
99.349,7834.0,2136.0
99.181,11494.0,4601.0
99.199,8437.0,2601.0
99.118,12564.0,5167.0
99.65,9052.0,3414.0
99.519,13400.0,6409.0
99.605,9287.0,3786.0
99.493,13697.0,7061.0
99.336,9366.0,4189.0
99.244,13862.0,7610.0
99.323,9406.0,3961.0
99.596,13901.0,8627.0
99.39,9539.0,4238.0
99.516,13924.0,7199.0
99.34,9528.0,3611.0
99.438,13901.0,6900.0
99.429,9369.0,3658.0
99.555,13872.0,7838.0
99.191,9386.0,3679.0
99.511,13892.0,6518.0
99.526,9370.0,3988.0
99.53,13759.0,9105.0
99.502,9365.0,3793.0
99.404,13764.0,7670.0
99.43,9271.0,4013.0
99.23,13577.0,7470.0
99.158,9136.0,4477.0
99.186,13495.0,9144.0
99.419,9035.0,3934.0
99.613,13532.0,8230.0
99.462,9140.0,3883.0
99.539,13504.0,5831.0
99.513,9098.0,2863.0
99.443,13264.0,4638.0
99.547,8870.0,1978.0
99.078,12717.0,3008.0
99.669,8361.0,3615.0
14.955,11920.0,4124.0
99.396,8342.0,2139.0
47.089,8701.0,5872.0
98.806,8300.0,1076.0
98.376,8664.0,1454.0
98.835,8121.0,1018.0
98.676,8538.0,1491.0
99.074,7948.0,1070.0
98.659,8441.0,1619.0
98.536,7889.0,1279.0
99.104,8913.0,2545.0
99.623,8169.0,2378.0
99.492,10082.0,4308.0
99.233,8530.0,2846.0
98.672,11141.0,4905.0
99.008,8969.0,3093.0
99.316,12052.0,6244.0
99.516,9283.0,3292.0
99.624,12573.0,6622.0
99.537,9424.0,3224.0
99.485,12853.0,6758.0
99.334,9410.0,2834.0
99.458,13044.0,6973.0
99.539,9291.0,3242.0
99.557,13218.0,7185.0
99.261,9238.0,2820.0
99.439,13274.0,6907.0
99.483,9182.0,2696.0
99.426,13253.0,6580.0
99.33,9133.0,2669.0
99.373,13209.0,6344.0
99.346,9113.0,2736.0
99.19,13226.0,5021.0
99.265,9062.0,2566.0
99.512,13312.0,6112.0
99.387,9004.0,2916.0
99.586,13478.0,7702.0
99.645,8925.0,3372.0
99.728,13710.0,9169.0
99.605,8841.0,3278.0
99.672,13741.0,8500.0
99.865,8761.0,2961.0
99.632,13710.0,7841.0
99.634,8686.0,2447.0
99.549,13509.0,5073.0
99.267,8531.0,1760.0
99.402,13046.0,3493.0
99.758,8213.0,3301.0
99.359,12199.0,3718.0
99.171,7627.0,1077.0
99.149,11368.0,2330.0
98.846,7342.0,771.0
98.798,10867.0,1891.0
98.148,7169.0,848.0
98.983,10516.0,1850.0
97.881,7060.0,739.0
98.742,10357.0,2119.0
99.272,7034.0,955.0
5.857,10458.0,4484.0
98.43,8111.0,2508.0
4.975,5979.0,7814.0
98.979,8647.0,2617.0
5.848,5368.0,8927.0
99.268,9201.0,3119.0
10.807,8326.0,14393.0
99.203,9587.0,2989.0
18.516,8124.0,21083.0
99.571,9721.0,2782.0
33.518,9085.0,12540.0
99.547,9822.0,2858.0
99.616,9744.0,5450.0
99.405,9817.0,2675.0
99.194,10170.0,4306.0
99.669,9807.0,3007.0
99.323,10613.0,5134.0
99.598,9801.0,2976.0
99.481,10935.0,6326.0
99.417,9828.0,3411.0
49.824,10960.0,10472.0
99.16,9842.0,2834.0
47.489,10587.0,10687.0
99.438,9884.0,3006.0
70.576,10325.0,12329.0
99.526,9819.0,3988.0
28.588,10448.0,15813.0
99.663,9845.0,4725.0
9.651,10062.0,13141.0
99.279,10097.0,3444.0
8.03,9026.0,14221.0
99.057,10150.0,2836.0
12.466,7820.0,17974.0
99.087,10116.0,2278.0
22.482,7383.0,22451.0
99.083,9885.0,1945.0
12.902,7570.0,10190.0
99.607,9383.0,4051.0
29.108,6865.0,10321.0
99.261,8791.0,1344.0
14.878,6670.0,7182.0
98.599,8479.0,1126.0
48.598,6213.0,8857.0
98.899,8363.0,988.0
55.073,6258.0,4402.0
98.379,8279.0,1032.0
17.329,6255.0,7506.0
98.678,8403.0,1493.0
14.519,5567.0,11277.0
99.224,8976.0,2813.0
5.518,5772.0,8057.0
99.532,9637.0,3615.0
12.417,6636.0,15370.0
99.496,10419.0,3950.0
22.669,6970.0,19718.0
99.527,10738.0,4001.0
26.183,8649.0,23084.0
99.559,10860.0,4966.0
99.631,9732.0,11603.0
99.644,10853.0,5319.0
99.638,10195.0,11823.0
99.493,10779.0,4903.0
99.602,10543.0,12250.0
99.439,10621.0,4784.0
99.579,10925.0,8997.0
99.613,10517.0,3601.0
99.572,11123.0,7446.0
99.265,10412.0,3375.0
78.068,11143.0,15413.0
99.351,10424.0,4132.0
98.737,10900.0,8756.0
99.55,10358.0,3541.0
74.854,10886.0,10484.0
99.44,10195.0,3553.0
99.745,11074.0,9793.0
99.726,9978.0,4010.0
99.826,11659.0,13159.0
99.623,9942.0,4230.0
71.009,11904.0,20072.0
99.619,9997.0,3922.0
99.654,11028.0,13234.0
99.621,9961.0,3154.0
17.823,10980.0,18012.0
98.652,9832.0,1756.0
31.542,8575.0,13557.0
99.619,9414.0,3920.0
99.428,8010.0,4345.0
99.224,8813.0,1278.0
30.795,7804.0,4064.0
98.562,8500.0,1097.0
15.7,7283.0,4711.0
98.675,8320.0,1117.0
97.028,6936.0,2253.0
98.329,8256.0,1177.0
24.636,6983.0,5061.0
99.022,8366.0,1722.0
27.536,7390.0,5959.0
99.468,9110.0,3181.0
23.639,7415.0,18065.0
99.306,9792.0,3576.0
23.991,8786.0,16134.0
99.572,10534.0,3956.0
17.24,9256.0,17866.0
99.104,10820.0,3761.0
32.308,8888.0,22403.0
99.446,10964.0,3589.0
99.339,10156.0,6617.0
99.643,10902.0,4463.0
99.497,10665.0,6922.0
99.374,10716.0,3807.0
99.112,10954.0,6365.0
99.498,10679.0,3570.0
99.018,11162.0,6047.0
99.174,10621.0,3360.0
99.04,11333.0,6606.0
99.3,10578.0,3404.0
99.394,11506.0,7549.0
99.362,10504.0,3272.0
99.313,11637.0,6796.0
99.419,10366.0,3251.0
99.389,11718.0,6829.0
99.369,10242.0,3307.0
99.493,11982.0,6870.0
99.389,10108.0,3253.0
14.472,12190.0,10405.0
99.289,10399.0,3912.0
99.785,10858.0,11604.0
99.615,10332.0,3368.0
99.563,11030.0,7515.0
99.622,10153.0,3161.0
99.585,10901.0,5515.0
99.303,9817.0,1853.0
99.012,10476.0,2705.0
99.65,9294.0,3703.0
99.127,9813.0,2840.0
91.98,8643.0,3200.0
26.777,9305.0,9078.0
99.153,8242.0,1755.0
98.595,7999.0,1754.0
98.37,8115.0,1026.0
99.054,7867.0,1885.0
99.124,7993.0,1018.0
27.718,7778.0,2667.0
99.017,8186.0,1712.0
26.145,7753.0,10797.0
99.433,8800.0,2981.0
33.412,8430.0,14244.0
99.526,9623.0,3567.0
40.865,9139.0,21139.0
99.244,10479.0,3936.0
9.326,9789.0,10611.0
99.149,10728.0,4078.0
29.811,10083.0,15436.0
99.547,10848.0,4619.0
99.396,10940.0,7407.0
99.415,10841.0,4076.0
99.641,11243.0,10281.0
99.779,10738.0,4511.0
99.698,11489.0,12218.0
99.516,10600.0,4109.0
99.624,11593.0,11648.0
99.477,10516.0,4185.0
99.691,11817.0,11297.0
99.563,10436.0,3877.0
99.372,11921.0,11076.0
99.644,10352.0,3917.0
99.548,12039.0,10122.0
99.594,10238.0,3437.0
99.572,12147.0,8847.0
99.516,10194.0,3497.0
99.702,12299.0,9718.0
99.738,9968.0,3809.0
99.671,12481.0,11803.0
99.646,9740.0,4226.0
36.73,12788.0,21506.0
99.555,10077.0,4024.0
41.687,11130.0,17449.0
99.468,10105.0,2989.0
48.267,10480.0,20662.0
99.12,9878.0,2027.0
45.019,9359.0,12482.0
99.792,9546.0,3838.0
33.567,8785.0,6088.0
98.847,8854.0,1286.0
36.066,7990.0,7179.0
98.772,8599.0,965.0
39.931,7602.0,5784.0
98.921,8393.0,917.0
98.441,7278.0,2084.0
98.713,8182.0,1227.0
98.731,7453.0,2334.0
99.552,8326.0,1556.0
34.348,7965.0,6716.0
99.758,8931.0,2887.0
20.639,8457.0,13599.0
99.486,9645.0,3676.0
35.353,9423.0,16679.0
99.727,10151.0,4377.0
43.398,9819.0,24994.0
99.601,10625.0,3993.0
37.489,10118.0,17801.0
99.544,10700.0,4589.0
43.027,10216.0,20663.0
99.677,10826.0,5551.0
99.666,10947.0,11043.0
99.546,10600.0,4606.0
99.274,11284.0,11620.0
99.558,10393.0,4725.0
99.672,11490.0,9406.0
99.092,10291.0,3382.0
99.438,11667.0,6723.0
99.651,10245.0,3140.0
99.283,11770.0,6093.0
99.367,10211.0,2983.0
99.421,11918.0,6356.0
99.48,10141.0,3250.0
99.535,12075.0,6637.0
99.583,10108.0,3586.0
99.597,12324.0,7170.0
99.596,9916.0,3696.0
99.675,12636.0,8579.0
99.665,9799.0,3567.0
99.676,12802.0,9527.0
99.617,9679.0,3379.0
99.65,12880.0,9403.0
99.563,9536.0,2959.0
99.594,12762.0,5881.0
99.325,9205.0,1765.0
99.113,12114.0,2793.0
99.546,8665.0,3508.0
37.385,11273.0,5841.0
98.717,8219.0,1154.0
98.119,9463.0,1669.0
98.827,7796.0,927.0
98.45,9148.0,1397.0
98.841,7650.0,853.0
19.136,8911.0,2881.0
98.44,7671.0,1136.0
25.275,8037.0,8900.0
98.787,7736.0,1791.0
10.436,7614.0,9112.0
99.448,8108.0,2701.0
14.257,8027.0,11236.0
99.358,8861.0,3405.0
12.283,8525.0,14257.0
99.18,9597.0,3993.0
16.973,8378.0,21237.0
99.248,10287.0,3959.0
16.301,8912.0,22029.0
99.539,10400.0,4100.0
33.487,9732.0,20750.0
99.564,10468.0,4563.0
